distance,current_time,weather,season,traffic,estimate_deliver_time
7.96,816,sunny,summer,65,46
5.27,529,rainy,summer,45,22
0.27,151,cloudy,winter,3,0
9.55,213,cloudy,summer,44,40
6.53,864,windy,winter,96,57
7.15,1305,sunny,spring,8,5
8.92,83,cloudy,winter,73,61
5.3,1121,windy,fall,72,36
4.64,1290,rainy,winter,27,12
0.22,1348,sunny,winter,2,0
1.05,276,sunny,winter,72,6
1.07,243,windy,summer,40,3
5.09,357,windy,summer,64,29
0.41,188,rainy,winter,25,1
5.68,952,windy,spring,94,48
3.86,917,windy,spring,4,1
9.58,178,cloudy,winter,69,63
0.14,1007,sunny,winter,88,1
6.03,876,rainy,winter,14,7
6.99,1331,sunny,summer,100,63
3.58,1365,windy,fall,43,13
1.84,363,cloudy,winter,48,8
2.5,1096,cloudy,fall,41,10
4.89,1164,rainy,spring,10,4
2.75,871,sunny,summer,31,7
5.14,854,cloudy,winter,99,48
2.78,361,windy,spring,69,17
5.98,490,sunny,spring,56,30
8.84,549,windy,spring,60,48
6.11,310,cloudy,fall,92,53
6.23,1276,windy,fall,56,31
4.64,45,sunny,fall,49,20
3.47,930,rainy,spring,53,17
7.13,1325,sunny,fall,97,62
0.03,3,sunny,summer,77,0
9.66,125,rainy,fall,35,31
5.45,1040,cloudy,spring,27,13
5.25,925,sunny,fall,26,12
2.48,1373,windy,winter,5,1
2.02,477,rainy,winter,97,18
0.81,532,windy,spring,27,1
3.46,74,sunny,spring,44,13
7.85,878,cloudy,fall,40,29
3.93,852,sunny,winter,45,16
0.66,866,sunny,summer,48,3
8.65,1379,windy,summer,57,45
9.12,1360,rainy,spring,48,41
6.1,958,cloudy,spring,89,51
1.2,1151,sunny,fall,15,1
4.95,680,sunny,spring,69,30
6.97,590,windy,spring,98,61
2.65,1224,sunny,spring,67,16
3.8,288,sunny,fall,35,12
2.77,974,sunny,summer,42,10
2.61,1259,windy,spring,37,9
8.25,1422,cloudy,summer,73,57
0.17,1347,sunny,spring,2,0
6.95,719,sunny,winter,97,64
5.53,29,rainy,summer,47,24
5.95,805,sunny,spring,92,49
4.56,197,rainy,winter,88,38
3.43,80,windy,fall,74,22
7.95,914,cloudy,summer,15,11
4.81,1234,rainy,fall,94,42
6.91,237,cloudy,winter,37,24
3.35,103,windy,fall,74,22
7.07,891,windy,spring,20,12
3.73,244,sunny,summer,33,11
3.92,674,cloudy,summer,70,25
3.18,214,rainy,winter,70,21
2.66,1382,rainy,summer,24,6
8.29,720,rainy,fall,71,58
6.42,683,cloudy,winter,21,12
6.24,191,rainy,summer,31,18
9.54,333,cloudy,fall,75,67
8.18,769,cloudy,winter,41,33
6.7,70,rainy,spring,80,50
3.63,1333,rainy,winter,63,21
4.94,465,windy,winter,71,31
5.71,1394,windy,spring,19,9
8.0,1104,sunny,winter,3,2
5.47,986,rainy,summer,10,5
4.46,255,windy,summer,80,32
4.86,926,rainy,spring,80,36
7.99,804,sunny,winter,48,34
2.83,957,windy,fall,79,20
0.98,1020,windy,winter,95,8
5.47,326,rainy,winter,53,27
0.86,722,sunny,summer,37,3
7.04,1049,rainy,summer,23,15
1.33,1281,windy,summer,50,6
3.66,661,rainy,summer,23,7
9.55,1302,windy,fall,62,53
7.49,619,cloudy,fall,90,63
4.08,32,rainy,spring,86,33
6.41,132,sunny,fall,75,43
2.5,190,rainy,summer,26,6
0.84,513,windy,spring,22,1
4.7,455,cloudy,winter,13,6
9.87,269,windy,fall,95,84
1.5,1415,sunny,winter,22,3
6.2,694,rainy,winter,8,4
7.28,1204,sunny,winter,72,47
5.98,912,windy,spring,83,45
3.66,847,windy,summer,88,29
9.86,877,sunny,summer,65,58
1.31,1245,windy,summer,47,5
1.64,528,cloudy,fall,80,12
6.0,964,rainy,winter,84,48
7.29,256,windy,fall,68,45
4.85,821,windy,spring,40,17
0.38,476,cloudy,spring,43,1
8.48,643,sunny,spring,91,69
8.95,602,cloudy,winter,81,69
6.34,1396,cloudy,spring,54,32
7.66,1353,sunny,spring,70,48
3.3,404,cloudy,winter,4,1
1.31,737,rainy,winter,6,0
3.62,1146,rainy,fall,68,24
4.25,427,sunny,winter,88,33
4.76,910,windy,fall,3,1
3.57,454,cloudy,fall,79,26
8.04,420,rainy,winter,83,63
6.74,530,sunny,spring,56,34
2.19,505,windy,summer,32,6
9.93,612,rainy,summer,47,44
7.43,729,cloudy,summer,31,22
8.72,692,sunny,winter,52,43
0.05,696,sunny,fall,24,0
3.36,182,windy,summer,48,14
0.07,1283,rainy,spring,76,0
3.46,1393,cloudy,summer,21,7
3.94,1004,cloudy,winter,12,4
5.65,429,sunny,summer,13,6
5.71,142,windy,spring,5,2
3.73,944,rainy,fall,33,11
2.06,899,rainy,winter,40,7
5.99,729,windy,spring,98,55
3.09,790,windy,summer,24,6
0.75,306,cloudy,spring,44,3
8.88,904,windy,winter,51,41
7.9,32,windy,winter,14,10
0.67,487,rainy,winter,96,6
3.34,434,cloudy,winter,15,4
2.05,71,rainy,summer,8,1
8.89,313,rainy,fall,25,21
8.56,361,windy,winter,37,28
10.0,1036,cloudy,winter,26,24
6.8,1072,cloudy,spring,61,41
9.65,829,sunny,fall,84,73
7.26,564,sunny,winter,57,37
2.22,562,windy,fall,87,17
4.78,948,cloudy,spring,1,0
9.53,918,rainy,fall,30,27
5.57,674,cloudy,winter,20,10
0.97,1217,windy,winter,42,3
9.62,1187,windy,winter,49,42
8.88,87,rainy,spring,97,81
4.81,1225,windy,summer,84,36
2.86,407,sunny,fall,100,25
4.44,1089,rainy,spring,74,32
7.57,372,rainy,fall,2,1
1.3,1185,rainy,summer,39,4
4.97,899,cloudy,spring,21,9
7.97,18,cloudy,spring,87,65
5.57,287,windy,fall,46,23
9.06,616,rainy,fall,93,79
8.7,286,cloudy,spring,15,12
0.8,870,windy,summer,52,3
10.0,739,sunny,winter,75,71
9.17,282,windy,fall,27,22
3.35,1286,cloudy,spring,15,4
4.38,1006,cloudy,winter,73,30
0.7,252,rainy,summer,87,6
7.48,619,sunny,spring,98,66
6.53,197,windy,spring,62,36
4.26,183,rainy,winter,21,8
1.86,767,windy,spring,49,8
0.69,827,sunny,summer,81,4
7.23,973,rainy,fall,12,8
0.07,1239,sunny,summer,77,0
9.57,200,cloudy,spring,30,27
5.31,1172,cloudy,summer,87,43
1.04,777,sunny,summer,56,5
2.56,551,rainy,winter,76,18
5.01,626,sunny,spring,72,32
0.85,637,sunny,spring,50,3
9.27,263,windy,fall,23,19
2.91,432,rainy,winter,60,16
1.05,674,windy,summer,75,7
9.83,1232,windy,fall,74,66
8.48,419,sunny,fall,86,65
7.86,813,rainy,winter,71,52
3.16,470,rainy,spring,90,27
9.1,390,rainy,summer,44,37
8.44,1103,cloudy,summer,51,43
7.22,1000,sunny,summer,67,43
1.8,402,rainy,spring,69,12
8.78,943,rainy,summer,89,74
8.4,869,windy,summer,68,52
8.62,1350,sunny,fall,26,20
9.22,1196,sunny,spring,81,67
1.4,1048,cloudy,spring,55,7
0.72,702,rainy,winter,57,4
4.61,299,sunny,winter,70,29
5.1,1330,windy,fall,73,33
4.35,532,sunny,summer,90,35
9.12,586,rainy,spring,64,55
2.28,167,rainy,spring,45,9
4.2,1244,cloudy,summer,40,16
8.1,27,windy,winter,9,6
5.41,724,cloudy,spring,50,27
0.79,900,sunny,summer,92,6
1.55,802,cloudy,fall,35,5
3.43,157,rainy,spring,78,25
4.89,621,windy,fall,85,37
2.31,1137,windy,summer,37,8
9.77,450,cloudy,spring,48,44
6.78,10,windy,spring,28,17
3.42,1164,cloudy,winter,36,12
9.63,96,rainy,summer,18,16
2.46,200,sunny,spring,59,13
3.94,501,sunny,summer,89,31
9.56,586,sunny,spring,77,66
5.4,62,cloudy,summer,99,51
7.93,1407,cloudy,spring,58,43
7.24,239,windy,fall,59,38
6.15,677,sunny,winter,88,49
2.27,738,windy,summer,26,5
1.98,938,sunny,fall,55,9
3.74,561,rainy,spring,26,9
1.52,1373,cloudy,fall,54,7
8.16,361,windy,winter,29,21
3.34,200,rainy,winter,34,10
0.81,52,cloudy,fall,74,5
6.28,985,cloudy,spring,99,58
0.14,457,sunny,fall,57,0
0.4,1154,rainy,fall,88,3
4.27,1254,cloudy,summer,28,11
4.96,453,rainy,fall,88,41
9.09,559,rainy,summer,49,42
8.94,1342,cloudy,summer,100,85
0.31,334,rainy,winter,1,0
9.48,1063,cloudy,summer,22,21
2.12,378,rainy,winter,2,0
3.32,118,rainy,summer,10,3
1.1,817,windy,summer,27,2
3.5,1366,cloudy,summer,40,13
5.83,1035,cloudy,fall,39,21
3.44,1105,windy,summer,2,0
0.73,493,rainy,winter,46,3
2.55,14,rainy,fall,29,7
0.21,658,sunny,spring,99,1
3.41,181,windy,spring,68,21
4.99,1429,windy,summer,76,34
5.78,199,sunny,summer,37,19
7.06,612,windy,summer,46,29
5.37,1084,windy,spring,39,19
8.51,1011,rainy,spring,8,6
1.67,774,windy,fall,11,1
1.69,544,sunny,winter,91,13
4.61,138,cloudy,summer,4,1
9.87,1229,sunny,winter,41,36
4.6,317,rainy,spring,35,15
1.07,1184,rainy,spring,39,4
2.98,359,sunny,spring,25,6
7.59,1331,sunny,winter,83,57
3.35,150,rainy,spring,99,31
5.27,652,cloudy,spring,53,26
7.84,1020,sunny,spring,100,70
2.56,1006,rainy,fall,34,8
9.95,1134,windy,summer,88,83
8.38,1151,sunny,summer,87,69
0.49,1025,cloudy,spring,87,4
9.53,1212,sunny,winter,60,51
7.21,916,windy,winter,87,57
1.07,654,rainy,winter,62,6
1.64,1168,cloudy,summer,95,15
7.27,575,rainy,fall,37,25
1.48,1297,windy,fall,46,6
8.62,944,windy,winter,18,14
0.69,159,rainy,summer,64,4
1.47,870,windy,spring,8,1
7.47,489,rainy,winter,97,69
7.25,426,windy,summer,23,15
6.14,665,cloudy,winter,3,1
6.01,29,rainy,spring,16,9
7.26,1362,windy,winter,99,65
0.23,535,windy,fall,65,1
0.18,513,rainy,winter,82,1
3.22,849,rainy,spring,57,17
5.15,885,windy,summer,80,37
1.31,163,windy,fall,12,1
5.51,588,windy,fall,88,43
1.79,192,sunny,winter,16,2
4.74,305,cloudy,fall,67,30
0.39,77,windy,winter,32,1
1.57,841,rainy,winter,77,11
2.21,957,windy,winter,27,5
2.79,1325,sunny,winter,97,24
1.55,911,rainy,fall,60,9
4.22,513,sunny,summer,7,2
3.18,1300,rainy,spring,60,18
1.33,1256,cloudy,summer,31,4
1.28,466,cloudy,spring,75,9
0.84,163,windy,winter,75,6
9.06,1072,cloudy,fall,27,24
1.57,1205,cloudy,winter,6,0
3.79,1279,sunny,summer,25,8
2.3,1037,rainy,spring,64,13
7.15,522,cloudy,summer,31,21
2.77,860,sunny,summer,4,1
1.49,392,cloudy,fall,33,4
5.45,1146,sunny,spring,1,0
1.0,512,rainy,winter,35,3
0.15,155,windy,spring,94,1
3.05,869,cloudy,fall,69,19
2.1,37,sunny,summer,55,10
9.25,1420,cloudy,winter,51,45
6.91,1371,sunny,winter,94,58
1.91,573,sunny,fall,58,10
0.4,828,sunny,fall,21,0
4.34,795,windy,winter,57,22
8.88,1241,windy,spring,29,23
1.18,196,sunny,fall,41,4
1.91,538,sunny,summer,97,16
4.45,837,cloudy,summer,80,33
4.43,1266,sunny,summer,8,3
1.01,1354,cloudy,winter,57,5
8.55,995,rainy,spring,2,1
4.84,1361,rainy,winter,72,33
3.84,528,sunny,winter,23,7
8.04,1423,sunny,spring,95,69
6.07,841,windy,summer,13,7
8.1,671,sunny,summer,17,12
5.22,939,windy,winter,52,24
7.38,192,rainy,spring,67,46
4.22,488,sunny,fall,37,13
9.92,1430,rainy,spring,43,40
9.38,779,cloudy,winter,29,27
8.39,92,sunny,summer,50,37
6.66,193,sunny,spring,37,22
8.97,851,cloudy,winter,20,16
0.29,1282,windy,summer,41,1
7.21,313,sunny,fall,85,55
4.69,791,cloudy,spring,39,17
8.3,461,cloudy,fall,65,51
7.72,70,windy,spring,60,42
1.66,552,rainy,spring,45,7
7.21,1350,sunny,spring,65,42
7.3,1394,sunny,fall,23,15
4.24,689,windy,spring,23,9
9.31,437,cloudy,winter,4,3
6.15,106,rainy,winter,50,29
4.53,731,windy,spring,28,12
2.8,1077,cloudy,spring,62,17
3.32,913,sunny,spring,82,24
7.47,1059,cloudy,fall,98,72
1.01,1368,cloudy,summer,51,4
8.32,28,sunny,summer,4,3
3.19,532,cloudy,winter,22,6
6.29,723,sunny,winter,21,12
7.67,880,windy,fall,20,13
9.14,423,rainy,summer,57,49
4.31,606,windy,summer,71,27
3.58,90,cloudy,spring,85,28
0.77,533,windy,spring,58,4
4.16,348,sunny,summer,74,27
3.0,190,windy,fall,64,17
9.28,1175,sunny,fall,42,34
9.25,1146,cloudy,summer,53,48
7.83,1402,sunny,winter,83,58
5.33,1352,cloudy,summer,38,19
2.09,478,cloudy,fall,75,15
0.31,961,rainy,spring,61,1
9.83,1058,cloudy,summer,72,70
8.1,957,sunny,summer,51,37
5.47,855,windy,spring,1,0
0.65,1185,cloudy,fall,70,4
4.84,136,windy,winter,3,1
4.02,98,cloudy,winter,13,4
6.92,682,windy,summer,24,15
2.04,1096,windy,winter,11,2
0.33,1092,cloudy,winter,70,2
5.76,692,rainy,winter,95,54
7.16,937,sunny,spring,64,41
4.92,368,windy,fall,94,42
8.86,199,windy,spring,87,69
7.99,699,windy,winter,30,22
8.0,628,sunny,spring,36,25
9.88,1162,windy,winter,17,16
9.61,1092,windy,winter,61,55
3.26,1123,cloudy,fall,99,31
4.91,712,windy,winter,2,1
6.48,533,sunny,fall,65,37
7.07,1322,windy,summer,45,28
0.15,1141,sunny,summer,42,0
3.6,1246,cloudy,summer,52,18
1.15,1370,sunny,summer,27,3
2.77,446,sunny,winter,47,12
3.61,697,cloudy,fall,30,10
6.88,1049,windy,summer,20,12
5.6,1134,cloudy,summer,92,51
0.17,1237,sunny,summer,48,0
1.94,381,windy,fall,32,5
9.44,1115,cloudy,summer,97,91
0.61,20,rainy,summer,47,3
0.05,793,windy,fall,7,0
9.1,704,windy,winter,93,81
0.64,205,windy,spring,35,1
3.04,504,rainy,fall,38,10
5.31,1267,rainy,spring,94,47
3.1,635,windy,winter,58,16
6.58,1257,cloudy,winter,30,18
3.59,861,cloudy,spring,17,6
4.47,844,cloudy,summer,64,27
8.63,1143,windy,fall,86,70
9.14,1086,cloudy,winter,42,38
4.49,291,windy,winter,42,17
3.31,1373,windy,winter,44,13
9.65,1166,cloudy,spring,76,72
3.92,797,sunny,spring,39,13
8.59,81,windy,summer,71,55
3.56,118,cloudy,fall,46,15
3.29,919,windy,summer,24,7
6.82,1432,rainy,summer,63,40
9.35,1394,cloudy,summer,58,51
2.89,1235,windy,winter,29,7
7.57,441,windy,summer,80,55
3.31,1002,windy,fall,35,10
3.35,971,cloudy,fall,38,12
8.07,210,rainy,summer,47,36
9.79,1292,windy,winter,12,10
1.27,401,cloudy,spring,65,7
9.22,1178,cloudy,summer,6,5
4.35,1257,sunny,winter,27,10
8.19,233,cloudy,fall,37,28
2.7,321,windy,summer,39,9
7.4,1122,windy,fall,70,49
3.35,564,cloudy,summer,83,26
1.19,829,cloudy,fall,69,7
6.11,1413,windy,summer,80,44
1.54,1124,sunny,summer,83,12
4.3,860,sunny,summer,18,7
8.23,16,cloudy,spring,55,42
2.09,8,sunny,winter,28,5
8.79,399,rainy,spring,35,28
7.12,545,cloudy,spring,39,26
4.0,1425,cloudy,spring,22,8
3.02,1318,sunny,spring,69,18
0.94,1242,rainy,spring,26,2
8.34,589,cloudy,spring,74,58
0.9,294,windy,spring,73,6
3.42,354,cloudy,summer,69,22
2.54,400,cloudy,spring,79,19
5.64,189,cloudy,winter,56,30
8.64,733,windy,fall,64,52
5.98,951,rainy,fall,63,35
0.95,522,sunny,winter,2,0
6.49,202,sunny,winter,59,34
6.94,1058,rainy,winter,69,48
4.37,443,cloudy,spring,87,36
2.45,740,windy,spring,99,22
8.5,1397,rainy,summer,55,44
0.63,362,rainy,fall,13,0
1.77,1311,rainy,spring,96,16
4.45,965,cloudy,summer,71,30
8.32,364,windy,winter,19,14
2.77,687,rainy,spring,14,3
7.91,939,cloudy,spring,44,33
0.3,420,windy,summer,12,0
9.29,758,windy,winter,43,38
3.06,444,windy,spring,63,17
9.83,1397,rainy,spring,77,71
8.8,1291,cloudy,winter,34,28
5.69,528,rainy,winter,1,0
7.73,318,sunny,summer,30,21
9.0,238,sunny,fall,98,79
4.11,1289,cloudy,fall,26,10
4.27,375,cloudy,winter,75,30
9.08,925,rainy,fall,74,63
4.4,1003,sunny,spring,46,18
2.82,326,cloudy,winter,92,24
6.43,500,rainy,summer,2,1
7.38,269,sunny,winter,26,17
2.44,1271,cloudy,spring,40,9
8.2,1230,windy,summer,24,18
3.9,976,sunny,winter,19,6
1.2,111,cloudy,winter,76,8
4.07,315,sunny,winter,71,26
6.48,575,windy,summer,87,51
0.36,351,rainy,summer,81,3
5.14,104,cloudy,winter,35,16
9.72,1436,cloudy,summer,11,10
0.73,596,cloudy,fall,37,2
5.65,988,cloudy,fall,2,1
0.55,894,cloudy,fall,67,3
4.77,1271,cloudy,spring,38,17
5.88,1349,cloudy,spring,78,43
5.44,1011,rainy,winter,57,29
3.78,1303,cloudy,summer,5,1
5.47,330,rainy,winter,44,22
2.18,101,rainy,fall,74,15
4.68,101,rainy,summer,21,9
8.87,472,sunny,summer,11,9
7.89,455,rainy,summer,45,33
2.6,1250,sunny,winter,50,12
8.32,1163,sunny,spring,78,61
0.27,842,windy,spring,73,1
2.81,1158,windy,winter,96,25
9.44,1178,rainy,summer,87,78
0.43,1274,rainy,winter,29,1
3.94,1138,windy,fall,12,4
5.15,45,rainy,spring,90,43
8.43,1273,sunny,summer,79,60
0.88,628,windy,spring,99,7
3.82,211,sunny,summer,93,32
9.73,130,windy,fall,7,6
8.89,329,sunny,spring,31,24
9.94,643,sunny,spring,4,3
6.86,762,sunny,winter,70,45
3.81,1164,cloudy,fall,83,31
3.68,884,windy,spring,51,16
0.55,758,sunny,winter,19,1
6.04,602,rainy,winter,38,21
4.58,415,sunny,summer,30,12
5.47,720,sunny,winter,21,10
1.95,564,windy,spring,50,9
8.7,282,windy,winter,17,13
2.37,1054,cloudy,winter,85,19
9.89,1412,rainy,spring,78,72
8.71,527,cloudy,summer,49,40
1.12,1040,windy,summer,59,6
3.55,1371,sunny,fall,86,27
1.0,1172,sunny,winter,59,5
0.35,794,windy,summer,98,3
0.18,1322,rainy,spring,68,1
3.19,406,cloudy,summer,62,18
5.35,99,cloudy,fall,86,43
7.24,486,cloudy,fall,8,5
9.45,928,cloudy,winter,79,70
2.38,949,windy,winter,28,6
6.11,1415,cloudy,spring,30,17
9.94,1318,rainy,fall,24,22
2.99,825,cloudy,summer,40,11
8.19,1053,windy,fall,12,9
2.11,196,windy,winter,83,16
0.11,690,rainy,winter,35,0
6.2,84,sunny,winter,4,2
4.17,899,cloudy,summer,92,36
1.24,406,cloudy,fall,47,5
3.46,144,rainy,spring,67,22
5.19,1216,rainy,summer,36,18
0.79,559,windy,fall,58,4
2.79,1380,sunny,winter,34,8
6.16,1427,cloudy,summer,41,24
0.38,1399,sunny,spring,74,2
4.54,360,cloudy,fall,9,3
6.62,696,sunny,winter,64,40
9.62,774,rainy,spring,2,1
2.89,500,rainy,winter,19,5
5.22,731,rainy,fall,76,39
3.3,1293,rainy,summer,88,27
8.87,1284,rainy,fall,63,52
5.46,277,rainy,spring,27,13
5.15,1231,sunny,summer,50,23
7.41,1210,cloudy,winter,45,31
5.6,408,sunny,spring,54,27
6.08,24,windy,winter,19,10
0.89,183,sunny,summer,42,3
8.68,321,sunny,spring,6,4
9.11,120,sunny,summer,90,74
7.28,57,rainy,fall,5,3
2.25,317,sunny,summer,70,14
1.01,447,cloudy,fall,18,1
6.05,86,windy,fall,17,9
3.93,875,windy,fall,57,20
4.38,1205,windy,summer,51,20
9.28,1331,sunny,summer,78,65
4.93,791,rainy,fall,46,21
6.06,1075,rainy,spring,29,17
4.5,529,windy,summer,17,7
6.86,1366,cloudy,winter,89,58
5.4,192,windy,winter,74,36
5.03,113,cloudy,spring,74,35
5.7,287,cloudy,summer,96,52
0.15,407,sunny,winter,35,0
6.07,597,sunny,fall,62,33
9.21,1314,cloudy,winter,37,32
0.05,584,windy,spring,54,0
7.53,628,rainy,spring,39,27
7.69,403,sunny,winter,47,32
6.3,1226,cloudy,fall,23,13
8.24,596,windy,fall,63,46
2.51,864,rainy,fall,100,24
9.94,1176,sunny,summer,49,43
8.01,130,windy,summer,44,31
4.98,1032,cloudy,fall,31,14
6.51,1189,rainy,spring,84,51
3.95,963,windy,spring,78,27
0.47,1210,sunny,spring,46,1
4.82,1050,sunny,summer,9,4
5.16,782,windy,summer,13,6
9.43,1258,cloudy,fall,47,42
0.65,705,rainy,fall,70,4
8.75,1121,windy,winter,13,10
5.34,222,cloudy,summer,89,45
8.19,304,rainy,summer,5,3
6.03,1124,sunny,spring,61,34
7.75,619,rainy,summer,96,70
3.81,386,sunny,winter,36,12
9.12,33,windy,winter,14,11
6.51,1391,rainy,spring,58,35
6.78,1056,sunny,spring,69,44
3.13,148,cloudy,winter,85,25
8.93,354,windy,summer,91,73
9.16,484,sunny,fall,14,11
7.73,260,rainy,summer,66,48
2.64,627,sunny,winter,31,7
9.73,309,windy,fall,12,10
7.63,291,rainy,fall,6,4
3.24,927,cloudy,fall,93,28
6.64,1070,windy,winter,40,25
2.98,698,windy,spring,22,6
6.69,1033,cloudy,fall,92,58
9.06,907,windy,fall,29,24
0.57,705,windy,spring,45,2
1.08,415,windy,winter,78,7
3.63,1042,windy,summer,29,9
3.7,401,sunny,summer,61,20
4.83,993,rainy,fall,3,1
2.17,3,cloudy,fall,32,6
1.09,1055,rainy,fall,40,4
1.68,719,windy,summer,84,13
9.47,783,rainy,spring,65,58
6.38,162,rainy,spring,44,26
1.42,458,rainy,winter,26,3
0.24,988,sunny,winter,37,0
3.96,817,rainy,summer,36,13
7.82,232,windy,winter,7,4
4.02,1369,sunny,winter,92,33
6.53,1112,rainy,summer,5,3
5.09,1364,cloudy,fall,20,9
6.88,1198,windy,summer,51,31
5.71,1178,cloudy,summer,78,42
0.1,847,sunny,fall,70,0
9.32,687,cloudy,fall,59,52
3.18,1059,windy,winter,57,17
1.87,1300,rainy,spring,5,0
1.48,564,rainy,spring,93,13
9.8,430,cloudy,winter,35,32
3.25,540,sunny,summer,16,4
0.81,244,windy,winter,24,1
7.73,49,sunny,spring,37,25
8.13,242,sunny,spring,40,29
1.32,1264,windy,summer,16,1
9.28,278,sunny,fall,70,58
4.25,188,cloudy,fall,31,12
9.01,627,windy,spring,31,25
3.02,1093,rainy,summer,68,20
0.54,231,rainy,fall,81,4
4.77,43,cloudy,summer,83,37
6.75,297,sunny,summer,30,18
1.65,386,rainy,fall,55,8
9.41,514,cloudy,fall,22,19
5.21,1182,sunny,winter,40,18
6.91,441,cloudy,summer,86,56
6.54,14,windy,winter,68,40
2.83,548,rainy,fall,80,21
2.22,749,windy,fall,39,8
8.12,794,cloudy,winter,71,54
1.25,155,sunny,winter,79,9
2.84,522,rainy,spring,42,11
8.36,1191,cloudy,spring,36,28
2.52,544,cloudy,winter,4,1
4.65,879,sunny,winter,75,31
6.34,654,cloudy,summer,56,33
2.13,668,rainy,summer,100,20
5.09,1269,cloudy,fall,43,20
7.82,630,sunny,spring,18,12
9.33,21,windy,winter,74,63
9.1,343,rainy,summer,3,2
4.23,830,rainy,spring,43,17
2.98,226,windy,spring,39,10
1.86,593,rainy,winter,81,14
8.75,760,windy,spring,31,25
4.65,972,sunny,summer,96,40
0.92,1281,rainy,spring,6,0
0.75,413,sunny,fall,56,3
9.45,166,rainy,winter,34,30
3.57,682,windy,summer,59,19
8.44,37,rainy,fall,65,51
3.75,1314,sunny,spring,10,3
5.83,445,sunny,summer,43,22
2.21,668,sunny,fall,81,16
7.51,438,cloudy,winter,29,20
3.86,823,rainy,spring,30,10
2.49,564,cloudy,spring,33,7
9.98,963,cloudy,fall,25,23
6.54,1045,rainy,fall,9,5
5.47,238,windy,summer,100,49
1.52,528,sunny,winter,14,1
2.72,1117,cloudy,fall,72,19
3.35,533,cloudy,summer,96,30
8.72,1418,sunny,fall,5,4
1.19,1158,rainy,spring,61,7
9.29,362,cloudy,winter,78,69
6.34,1170,sunny,spring,32,19
0.31,1292,sunny,winter,54,1
8.97,1028,sunny,fall,59,47
6.2,424,rainy,spring,7,4
9.92,690,sunny,summer,63,59
4.59,780,cloudy,fall,18,8
4.16,852,sunny,summer,97,36
4.06,70,sunny,winter,16,6
4.54,758,sunny,summer,5,2
4.39,88,sunny,summer,69,27
1.13,306,windy,spring,75,7
6.98,1209,windy,fall,40,25
5.4,494,rainy,fall,58,29
8.49,249,windy,fall,28,21
7.68,381,rainy,summer,49,36
5.57,863,sunny,spring,56,28
3.68,797,windy,spring,41,13
0.52,1398,windy,winter,48,2
5.61,835,windy,summer,80,40
8.61,1210,cloudy,spring,54,43
5.79,286,sunny,spring,56,29
9.28,359,cloudy,fall,66,57
9.16,1080,windy,fall,40,34
9.76,949,cloudy,winter,6,5
1.78,1351,windy,summer,39,6
0.9,415,cloudy,fall,46,4
9.64,401,sunny,winter,3,2
6.84,614,windy,fall,56,34
8.65,1219,windy,fall,93,72
2.95,1037,cloudy,summer,94,26
2.68,561,windy,summer,91,22
5.18,1110,sunny,winter,65,31
3.41,934,windy,summer,93,28
9.13,82,cloudy,spring,39,33
6.63,699,sunny,spring,66,41
0.17,1035,rainy,winter,19,0
9.92,338,windy,fall,2,1
5.05,347,windy,spring,66,30
6.77,993,cloudy,spring,70,45
7.15,946,rainy,spring,75,50
0.63,879,windy,fall,65,3
7.14,293,rainy,winter,61,41
3.72,973,cloudy,winter,86,30
6.27,1310,cloudy,winter,89,52
2.66,640,cloudy,winter,54,13
2.91,339,windy,summer,52,13
6.84,1073,rainy,summer,34,23
5.51,1134,cloudy,spring,8,4
7.38,1380,windy,spring,75,49
3.54,544,cloudy,fall,49,16
6.62,334,windy,winter,17,10
0.87,374,rainy,winter,72,6
5.1,1262,sunny,summer,39,18
5.53,631,windy,winter,74,37
6.93,866,rainy,winter,69,45
7.97,732,sunny,spring,12,9
3.48,1045,windy,fall,28,9
4.97,1276,sunny,summer,18,7
3.96,1424,rainy,fall,3,1
1.48,964,sunny,fall,1,0
9.45,185,cloudy,fall,13,11
3.34,1159,windy,fall,11,3
3.33,973,sunny,fall,7,1
5.3,98,rainy,winter,27,13
5.4,612,cloudy,spring,57,28
7.91,975,sunny,summer,22,15
6.97,349,windy,winter,89,56
5.87,822,cloudy,summer,67,37
5.74,1136,sunny,fall,15,8
5.11,256,sunny,fall,22,10
3.02,1382,windy,winter,27,7
9.83,557,sunny,summer,87,77
4.4,859,cloudy,winter,43,18
3.22,827,windy,fall,67,19
5.72,1093,sunny,summer,51,27
8.64,160,windy,spring,59,46
0.32,399,cloudy,spring,29,0
9.92,1303,windy,fall,96,86
8.79,619,cloudy,spring,2,1
6.45,221,sunny,winter,28,16
8.55,245,sunny,spring,53,40
6.48,314,sunny,summer,74,43
4.24,936,sunny,spring,76,28
5.97,650,sunny,spring,83,44
0.41,826,windy,fall,30,1
9.96,1021,windy,winter,89,80
9.88,1278,windy,fall,40,36
5.69,73,sunny,fall,74,37
1.51,565,rainy,summer,99,14
7.6,52,sunny,fall,47,32
3.81,2,sunny,fall,51,17
3.66,206,cloudy,fall,22,7
8.49,920,cloudy,spring,51,40
1.17,764,cloudy,spring,28,3
2.57,339,rainy,winter,9,2
9.65,411,cloudy,fall,47,42
2.28,904,rainy,summer,13,3
8.85,999,sunny,spring,59,46
3.01,298,rainy,spring,64,18
6.11,504,cloudy,spring,20,11
